timestamp,video_file,frame_num,time_in_video,track_id_1,track_id_2,confidence,severity,evidence_frame
2026-05-15T22:05:10.405144,ccd_crash_01.mp4,30,00:00:03,30,30,0.9586,Severo,crash_ccd_crash_01_f0030_20260515_220510.jpg
